MDL16CS082 	7 	6	7 	10 	9 	9 	9 	8.5 	10
MDL16CS083 	7 	7 	6	9 	9 	6	8.5 	9 	10
MDL16CS084 	8 	7 	7 	10 	10 	8 	9 	8.5 	8.5
MDL16CS085 	7 	0 	0 	10 	9 	6	8.5 	8.5 	8.5
MDL16CS086 	8 	7 	8 	9 	9 	10 	9 	8.5 	10
MDL16CS087 	9 	8.5 	8 	10 	10 	10 	8.5 	10 	8.5
MDL16CS088 	8 	7 	8 	10 	9 	10 	8 	10 	10
MDL16CS089 	9 	7 	8.5 	10 	10 	9 	9 	10 	10
MDL16CS090 	7 	0 	6	10 	8.5 	9 	8.5 	8.5 	10
MDL16CS091 	8 	7 	8 	10 	8.5 	10 	8.5 	8.5 	10
MDL16CS092 	9 	7 	7 	10 	10 	8 	8 	8.5 	8.5
MDL16CS093 	10 	7 	8.5 	10 	8.5 	10 	9 	10 	10
MDL16CS094 	7 	7 	8 	10 	8.5 	10 	8.5 	7 	10
MDL16CS095 	10 	7 	6	10 	8.5 	10 	8 	10 	10
MDL16CS096 	8 	7 	8 	10 	10 	10 	8.5 	10 	9
MDL16CS097 	9 	7 	8 	10 	10 	10 	9 	8 	8.5
MDL16CS098 	0 	0 	0 	9 	8 	6	8 	0 	C
MDL16CS099 	9 	7 	8 	10 	9 	8.5 	8.5 	9 	10
MDL16CS100 	9 	8 	7 	10 	10 	9 	9 	10 	9
MDL16CS101 	7 	7 	8 	10 	8.5 	10 	8 	9 	10
MDL16CS102 	8 	6	7 	10 	10 	7 	9 	10 	8.5
MDL16CS103 	8.5 	7 	8 	10 	8.5 	9 	8 	10 	10
MDL16CS104 	7 	7 	6	8.5 	8 	8.5 	8 	8 	10
MDL16CS105 	9 	8 	8 	10 	9 	8 	8.5 	8 	10
MDL16CS106 	8 	7 	8 	10 	10 	8 	9 	9 	8.5
MDL16CS107 	9 	8 	8 	9 	8.5 	8.5 	8 	9 	10
MDL16CS108 	8.5 	8.5 	8 	10 	10 	10 	8 	8.5 	9
MDL16CS109 	8.5 	8.5 	10 	10 	10 	10 	8.5 	10 	9
MDL16CS110 	10 	8 	10 	10 	10 	10 	8 	10 	9
MDL16CS111 	8 	7 	8.5 	10 	8.5 	9 	9 	10 	10
MDL16CS112 	9 	7 	8 	10 	9 	9 	8.5 	8 	8.5
MDL16CS113 	7 	7 	0 	10 	10 	8 	8 	8.5 	8.5
MDL16CS114 	8 	7 	8 	10 	9 	8 	8 	8.5 	10
MDL16CS115 	8.5 	7 	7 	10 	8.5 	8.5 	8.5 	8 	10
MDL16CS116 	7 	7 	6	9 	8 	8 	8 	9 	9
MDL16CS117 	8.5 	7 	8 	10 	10 	10 	8.5 	8.5 	8.5
MDL16CS118 	9 	7 	7 	10 	10 	8.5 	8 	8.5 	9
MDL16CS119 	8 	7 	8 	10 	10 	10 	8.5 	9 	8.5
MDL16CS120 	8 	8 	7 	9 	8 	8 	7 	9 	9
MDL16CS121 	5 	0 	0 	9 	8 	0 	8.5 	6	8
MDL16CS122 	8 	7 	8.5 	10 	10 	8 	8.5 	8.5 	8.5
MDL16CS123 	9 	8 	8 	9 	8.5 	8.5 	9 	8.5 	10
